"","datetime","doy","hour","Ta_shade","Ta_sun","Tg_avg","SOLR_wm2"
"c.0.100000001490116...2.41896856882223.",2021-02-16 00:00:00,47,0,-0.243919430632753,-0.211558061727705,-1.15948428366606,0
"c.0.100000001490116...2.37842557597275.",2021-02-16 01:00:00,47,1,0.00868933141146877,0.031233415756345,-1.13921278724131,0
"c.0.100000001490116...0.100000001490116..2",2021-02-16 02:00:00,47,2,-0.81850132558036,-0.854553474885756,0,0
"c.0.100000001490116...3.60683520783448.",2021-02-16 03:00:00,47,3,-0.169249906276923,-0.24561908798591,-1.75341760317218,0
"c.0.100000001490116...3.65855944102542.",2021-02-16 04:00:00,47,4,-0.0531134016369578,-0.146167416451718,-1.77927971976765,0
"c.0.100000001490116...3.28035845222865.",2021-02-16 05:00:00,47,5,-0.501671995498266,-0.562863030297574,-1.59017922536927,0
"c.0.100000001490116...0.85136097434506.",2021-02-16 06:00:00,47,6,3.1808559427113,3.22076678525042,-0.375680486427472,0
"c.0.100000001490116...0.0454614064786272.",2021-02-16 07:00:00,47,7,3.86928011266358,3.91745523336608,0.0272692975057445,0
"c.0.073798464254791..1.29558820208677.",2021-02-16 08:00:00,47,8,4.40999508168003,4.5214213241522,0.684693333170781,11.0160656349501
"c.0.71394167931971..2.46616570796493.",2021-02-16 09:00:00,47,9,4.21835950459598,4.37674352556746,1.59005369364232,79.0237346855144
"c.1.6205709806488..3.6652633586784.",2021-02-16 10:00:00,47,10,5.97437258371674,6.14656447384338,2.6429171696636,89.3813303376043
"c.2.26918851333119..5.39275299239964.",2021-02-16 11:00:00,47,11,6.40588185681773,6.65818399675388,3.83097075286542,174.732160446339
"c.3.57029406093126..7.90200502477006.",2021-02-16 12:00:00,47,12,7.56074213043469,7.85299322081565,5.73614954285066,385.391619482474
"c.4.80109245063611..9.39257748864221.",2021-02-16 13:00:00,47,13,8.98138588254927,9.27706281980558,7.09683496963916,418.034660723655
"c.5.47144118531466..10.5775764996315.",2021-02-16 14:00:00,47,14,9.1271298410425,9.44864381840013,8.02450884247306,417.416243795472
"c.5.33812274773096..12.6922417815093.",2021-02-16 15:00:00,47,15,9.34750221994011,9.82494602095664,9.01518226462012,382.29109127501
"c.5.18776230817001..12.3395226777071.",2021-02-16 16:00:00,47,16,9.66566922659367,10.1306273544065,8.76364249293857,260.983315324923
"c.5.18275350408232..12.2565884285775.",2021-02-16 17:00:00,47,17,9.61248912450293,10.0302111096751,8.71967096632994,62.9336033941193
"c.4.50468060360872..7.45455204666118.",2021-02-16 18:00:00,47,18,9.3442564180998,9.53435194832049,5.97961632513495,0
"c.3.7940006683909..5.33975083575975.",2021-02-16 19:00:00,47,19,7.92222480470724,8.03151487890677,4.56687575207532,0
"c.2.8834798592643..3.93525760775502.",2021-02-16 20:00:00,47,20,6.02343854057504,6.10303977162629,3.40936873350966,0
"c.1.68995378804503..1.64310384330941.",2021-02-16 21:00:00,47,21,3.07955349154159,3.07554518918791,1.66652881567722,0
"c.2.62580940016872..2.54758862442153.",2021-02-16 22:00:00,47,22,5.97006404486083,5.96332572401111,2.58669901229512,0
"c.2.13463475166884..1.22174962067977.",2021-02-16 23:00:00,47,23,5.32601299429304,5.24384434815144,1.6781921861743,0
"c.1.52119169392601..0.174411714724781.",2021-02-17 00:00:00,48,0,4.84715681094555,4.72379349023545,0.847801704325394,0
"c.0.165481642612457...1.52542755307291.",2021-02-17 01:00:00,48,1,1.26699567535933,1.09909071611434,-0.679972955230225,0
"c..0.884882254748387...2.5846840753474.",2021-02-17 02:00:00,48,2,0.564095818531261,0.396049570191612,-1.73478316504789,0
"c.0.100000001490116..0.100000001490116..101",2021-02-17 03:00:00,48,3,-1.38967906853252,-1.55036094034023,0.100000001490116,0
"c.0.100000001490116..0.100000001490116..102",2021-02-17 04:00:00,48,4,-1.80025686816693,-1.98878701158275,0.100000001490116,0
"c.0.100000001490116..0.100000001490116..103",2021-02-17 05:00:00,48,5,-2.36047712495756,-2.59205862850761,0.100000001490116,0
"c.0.100000001490116..0.100000001490116..104",2021-02-17 06:00:00,48,6,-2.23615154987831,-2.47517561488853,0.100000001490116,0
"c.0.100000001490116..0.100000001490116..105",2021-02-17 07:00:00,48,7,-1.41233810966386,-1.65453930156642,0.100000001490116,0
"c.0.100000001490116..0.100000001490116..106",2021-02-17 08:00:00,48,8,0.454560334138869,0.334684760896827,0.100000001490116,50.9315980306072
"c..0.135106029296343..3.97996530617275.",2021-02-17 09:00:00,48,9,2.8310713871633,3.21796023055453,1.9224296384382,347.960005007231
"c.0.852876897630866..5.89788983584666.",2021-02-17 10:00:00,48,10,5.14657878487167,5.5346438368304,3.37538336673876,466.775636728414
"c.2.55463214795932..8.88847815042775.",2021-02-17 11:00:00,48,11,9.08750501078127,9.53396051718113,5.72155514919353,610.756423573612
"c.2.76626427442693..9.53013182120938.",2021-02-17 12:00:00,48,12,9.59025996703465,10.0396099701976,6.14819804781815,664.818228102602
"c.2.69842831947842..7.8836526548902.",2021-02-17 13:00:00,48,13,10.327350193476,10.6293978102794,5.29104048718431,606.738484951724
"c.2.70649406896591..7.51346870588176.",2021-02-17 14:00:00,48,14,10.8817399646966,11.1572033121947,5.10998138742383,501.901910212102
"c.2.06271501906299..8.0446289223969.",2021-02-17 15:00:00,48,15,9.66362834993143,10.0070372176016,5.05367197072994,380.167206589389
"c.1.48622672329848..9.53067982290573.",2021-02-17 16:00:00,48,16,9.52418821252822,9.98215696971929,5.50845327310211,209.444751577716
"c.1.36365494964332..10.1385530388659.",2021-02-17 17:00:00,48,17,8.76135467654094,9.29225984474372,5.75110399425459,76.5979162694431
"c.1.20774468222187..6.00859605642726.",2021-02-17 18:00:00,48,18,8.33237988257473,8.6584262108623,3.60817036932456,0
"c.0.574639921855737..4.54210921843596.",2021-02-17 19:00:00,48,19,6.97398696524251,7.25704156564503,2.55837457014585,0
"c.0.100000001490116...0.109949525486954.",2021-02-17 20:00:00,48,20,1.37924555667499,1.52746911467825,-0.00497476199841873,0
"c.0.100000001490116...2.69232410721906.",2021-02-17 21:00:00,48,21,0.632125907656096,0.668521153460437,-1.29616205286447,0
"c.0.100000001490116..0.100000001490116..107",2021-02-17 22:00:00,48,22,-0.916365127360587,-1.00480252798524,0.100000001490116,0
"c.0.100000001490116..0.100000001490116..108",2021-02-17 23:00:00,48,23,-2.46731583458411,-2.63670269436905,0.100000001490116,0
"c.0.100000001490116..0.100000001490116..109",2021-02-18 00:00:00,49,0,-3.34000200305023,-3.55633532967707,0.100000001490116,0
"c.0.100000001490116..0.100000001490116..110",2021-02-18 01:00:00,49,1,-3.12838851860325,-3.36435750475501,0.100000001490116,0
"c.0.100000001490116..0.100000001490116..111",2021-02-18 02:00:00,49,2,-3.27899408706329,-3.48251485930118,0.100000001490116,0
"c.0.100000001490116..0.100000001490116..112",2021-02-18 03:00:00,49,3,-4.76960757256816,-4.83007690244118,0.100000001490116,0
"c.0.100000001490116..0.100000001490116..113",2021-02-18 04:00:00,49,4,-4.63211571904215,-4.75199710374517,0.100000001490116,0
"c.0.100000001490116..0.100000001490116..114",2021-02-18 05:00:00,49,5,-5.37902008690136,-5.65389695485468,0.100000001490116,0
"c.0.100000001490116..0.100000001490116..115",2021-02-18 06:00:00,49,6,-5.18267330300102,-5.55460903951702,0.100000001490116,0
"c.0.100000001490116..0.100000001490116..116",2021-02-18 07:00:00,49,7,-5.22879970315585,-5.57751492094983,0.100000001490116,0
"c.0.100000001490116..0.100000001490116..117",2021-02-18 08:00:00,49,8,-3.0482003587562,-3.25391817650268,0.100000001490116,54.4278464534237
"c.0.100000001490116..2.83378093595941.",2021-02-18 09:00:00,49,9,-1.1808721460233,-0.592607337984701,1.46689046872476,369.122632179941
"c.0.100000001490116..8.50940273485704.",2021-02-18 10:00:00,49,10,1.63724407851114,2.62496797832042,4.30470136817358,491.964631885329
"c..0.154766287755796..11.9896571703979.",2021-02-18 11:00:00,49,11,2.3327341969105,3.55562564550187,5.91744544132103,650.55152042866
"c.0.004308341756716..13.0431176374948.",2021-02-18 12:00:00,49,12,2.76171931456317,3.99639836343906,6.52371298962578,723.759702145758
"c.0.588801215316952..14.6412149726848.",2021-02-18 13:00:00,49,13,4.27997755438148,5.59642187297858,7.6150080940009,736.128197547175
"c.0.555468637815624..18.5995772360057.",2021-02-18 14:00:00,49,14,4.73701415244939,6.44538599935594,9.57752293691067,667.07739898688
"c.0.751233008275568..21.1997052505603.",2021-02-18 15:00:00,49,15,5.02876004949944,7.22529010359074,10.9754691294179,536.330357289481
"c.0.387539515484357..15.9205260195961.",2021-02-18 16:00:00,49,16,4.87310263322012,6.62084418123143,8.15403276754025,341.351802009186
"c.0.235017274541482..13.4093454301156.",2021-02-18 17:00:00,49,17,3.94247016949386,5.38496788030795,6.82218135232855,133.255066321335
"c.0.100000001490116...1.27665340361224.",2021-02-18 18:00:00,49,18,2.3257095839851,2.40801474182616,-0.588326701061062,0
"c.0.100000001490116...4.81955290461628.",2021-02-18 19:00:00,49,19,0.851002969694367,0.641113099479884,-2.35977645156308,0
"c.0.100000001490116...0.100000001490116..3",2021-02-18 20:00:00,49,20,-1.15846044566214,-1.45299709514245,0,0
"c.0.100000001490116...6.98235957810608.",2021-02-18 21:00:00,49,21,-1.07618810236521,-1.43886747813393,-3.44117978830798,0
"c.0.100000001490116...7.17216690653218.",2021-02-18 22:00:00,49,22,-1.61166985765404,-2.00179232572318,-3.53608345252103,0
"c.0.100000001490116...8.13639832242692.",2021-02-18 23:00:00,49,23,-3.21455144890055,-3.66858779170347,-4.0181991604684,0
"c.0.100000001490116...8.47423812928512.",2021-02-19 00:00:00,50,0,-3.33096521257144,-3.78543491840357,-4.1871190638975,0
"c.0.100000001490116...8.35378642784318.",2021-02-19 01:00:00,50,1,-2.94125631578955,-3.39719506612283,-4.12689321317653,0
"c.0.100000001490116...8.18363214660288.",2021-02-19 02:00:00,50,2,-3.34124298375648,-3.7612815517268,-4.04181607255638,0
"c.0.100000001490116...8.84010477897169.",2021-02-19 03:00:00,50,3,-4.97634700822786,-5.42424727317062,-4.37005238874079,0
"c.0.100000001490116...9.48713088103341.",2021-02-19 04:00:00,50,4,-4.62864129754514,-5.15818205671834,-4.69356543977165,0
"c.0.100000001490116...9.36239164355925.",2021-02-19 05:00:00,50,5,-4.85387835693729,-5.3442343462567,-4.63119582103456,0
"c.0.100000001490116...8.84452448538605.",2021-02-19 06:00:00,50,6,-4.16972066910845,-4.61093276762283,-4.37226224194797,0
"c.0.100000001490116...8.40442719956519.",2021-02-19 07:00:00,50,7,-3.48566922627443,-3.96267233314804,-4.15221359903754,0
"c.0.100000001490116...5.40648884651189.",2021-02-19 08:00:00,50,8,-0.791103998702142,-1.03043661057222,-2.65324442251089,53.6457662694875
"c.0.100000001490116..3.87196717638564.",2021-02-19 09:00:00,50,9,0.917690161778739,1.58670724186702,1.98598358893788,362.395513123626
"c.0.333532930338104..10.5834875275214.",2021-02-19 10:00:00,50,10,5.21432639035487,6.38480943707167,5.45851022892976,480.576262331226
"c.2.30746477872299..15.9949770745921.",2021-02-19 11:00:00,50,11,7.12179751894197,8.69572532020299,9.15122092665755,636.703403583491
"c.3.43406825533285..19.5185078899579.",2021-02-19 12:00:00,50,12,7.93570512656352,9.81607412657418,11.4762880726454,710.985315011476
"c.4.27662598932095..21.9166069839637.",2021-02-19 13:00:00,50,13,9.57504612060194,11.6729638175777,13.0966164866423,721.274693497761
"c.4.81245581946491..25.7703004635221.",2021-02-19 14:00:00,50,14,10.6412632173422,13.1615925519196,15.2913781414935,652.329476603671
"c.4.9668226669204..30.0728962747083.",2021-02-19 15:00:00,50,15,11.9827888931384,15.2830169118069,17.5198594708143,523.674483013255
"c.4.79890344251306..25.0690735000193.",2021-02-19 16:00:00,50,16,11.6715024378813,14.5347993645305,14.9339884712662,333.351496089426
"c.4.31785629128598..22.0291895034903.",2021-02-19 17:00:00,50,17,11.134865944582,13.6367100736393,13.1735228973881,129.760780045128
"c.2.77541295768504..4.88792372633213.",2021-02-19 18:00:00,50,18,8.61349690390742,8.90930487586552,3.83166834200859,0
"c.1.94364458959207..0.727689928375028.",2021-02-19 19:00:00,50,19,6.89145450425543,6.73090764927169,1.33566725898355,0
"c.1.294044524637...0.944423942551292.",2021-02-19 20:00:00,50,20,5.38818016759962,5.09064119321548,0.174810291042856,0
"c.0.844282974301745...1.55917954594026.",2021-02-19 21:00:00,50,21,4.6297071622379,4.32914084825361,-0.357448285819256,0
"c.0.285586312441171...2.50222525317123.",2021-02-19 22:00:00,50,22,2.82490434119415,2.47214814238615,-1.10831947036503,0
"c..0.0821336813773799...2.91851504738256.",2021-02-19 23:00:00,50,23,3.35218683086406,2.98615301871099,-1.50032436437997,0
"c..0.330326500226613...2.98571319576903.",2021-02-20 00:00:00,51,0,2.9403959181434,2.62680804319048,-1.65801984799782,0
"c..0.659247589834531...2.47003038235323.",2021-02-20 01:00:00,51,1,3.67910987620501,3.48286735721378,-1.56463898609388,0
"c.0.184332637340125...2.14081433317619.",2021-02-20 02:00:00,51,2,4.30894774831611,4.0557324237314,-0.97824084791803,0
"c..0.71379525403233..0.100000001490116.",2021-02-20 03:00:00,51,3,2.85284876901084,2.57531449234609,-0.306897626271107,0
"c..0.824826682082558..0.100000001490116.",2021-02-20 04:00:00,51,4,3.48756634855175,3.1398518989147,-0.362413340296221,0
"c..0.648473722674682..0.100000001490116.",2021-02-20 05:00:00,51,5,4.0040272033786,3.65898999563016,-0.274236860592283,0
"c..0.598699776070323..0.100000001490116.",2021-02-20 06:00:00,51,6,4.22970417904676,3.92909766480453,-0.249349887290104,0
"c..0.452759682539958..0.100000001490116.",2021-02-20 07:00:00,51,7,5.04074611222445,4.79637840319712,-0.176379840524921,0
"c.0.550691483959765...0.586121472321279.",2021-02-20 08:00:00,51,8,6.88103340809859,6.75767618136793,-0.0177149941807568,54.104059506575
"c.3.34904817439279..9.33164882146488.",2021-02-20 09:00:00,51,9,11.6551916988133,12.3108014981994,6.34034849792883,364.999398357127
"c.5.23257107738804..14.5204194266217.",2021-02-20 10:00:00,51,10,14.2212005373026,15.204209847064,9.87649525200488,483.487069385544
"c.5.27045639718979..15.6795386864829.",2021-02-20 11:00:00,51,11,12.6553107547961,13.5985110251347,10.4749975418363,638.698353586445
"c.5.63650021964527..21.7997225813166.",2021-02-20 12:00:00,51,12,13.7065346993351,15.0097720963144,13.7181114004809,710.564065788329
"c.8.29051110586666..31.8488911544648.",2021-02-20 13:00:00,51,13,20.5370802349519,22.3207226522603,20.0697011301657,720.660601445007
"c.8.33676267241456..33.3464151389512.",2021-02-20 14:00:00,51,14,21.8721136133101,23.6994944372415,20.8415889056829,650.810818298173
"c.8.97825803582601..30.2936494978861.",2021-02-20 15:00:00,51,15,21.7238742706185,23.2467324273204,19.635953766856,519.201406084062
"c.13.3164659485051..25.3513071106621.",2021-02-20 16:00:00,51,16,21.4887582230813,22.3477694532822,19.3338865295836,331.870541617926
"c.17.0758725804412..24.7425498462613.",2021-02-20 17:00:00,51,17,20.9396710588316,21.5131022555996,20.9092112133512,130.58633528193
"c.15.7189203980707..14.7114278538059.",2021-02-20 18:00:00,51,18,19.93147406839,19.8512109638216,15.2151741259383,0
"c.13.6082184440432..11.5447779916538.",2021-02-20 19:00:00,51,19,17.5728072349616,17.4009216772219,12.5764982178485,0
"c.11.4169341472909..9.21148459913234.",2021-02-20 20:00:00,51,20,15.2087254724543,15.0212016338394,10.3142093732116,0
"c.8.58368384006603..5.99197928711957.",2021-02-20 21:00:00,51,21,11.0114753069353,10.7894339099993,7.2878315635928,0
"c.7.2179388150552..4.58712122088644.",2021-02-20 22:00:00,51,22,10.1196778903934,9.8949208177785,5.90253001797082,0
"c.5.97459381168656..3.42344005903284.",2021-02-20 23:00:00,51,23,9.02797405182795,8.82409519866681,4.6990169353597,0
"c.4.7688370596049..1.92039810899888.",2021-02-21 00:00:00,52,0,7.38860240281456,7.16068047824165,3.34461758430189,0
"c.3.77310565119814..0.596327973864675.",2021-02-21 01:00:00,52,1,6.20178754266284,5.93194418772192,2.18471681253141,0
"c.2.08180665675751...1.18525630682251.",2021-02-21 02:00:00,52,2,4.00338056728494,3.69863763865958,0.448275174967495,0
"c..0.597105583103767...3.82283604464029.",2021-02-21 03:00:00,52,3,0.187438458523746,-0.12157827751239,-2.20997081387203,0
"c..1.351194887417...4.52032577639554.",2021-02-21 04:00:00,52,4,-0.192528587324585,-0.509303886577221,-2.93576033190627,0
"c..2.20233497797112..0.100000001490116.",2021-02-21 05:00:00,52,5,-0.733416314312666,-0.935860501596295,-1.0511674882405,0
"c..2.51162140890039..0.100000001490116.",2021-02-21 06:00:00,52,6,-0.924370710087765,-1.12886769616736,-1.20581070370514,0
"c..2.44528069766977..0.100000001490116.",2021-02-21 07:00:00,52,7,-0.158158729256107,-0.329733909161588,-1.17264034808983,0
"c..1.24819480883444..0.100000001490116.",2021-02-21 08:00:00,52,8,1.62397035152183,1.52608197666402,-0.574097403672164,56.4528367011546
"c.1.42106231982601..3.73921247914529.",2021-02-21 09:00:00,52,9,4.54678808961715,4.66838008602362,2.58013739948565,380.162604545954
"c.3.33639122446081..9.39074940184043.",2021-02-21 10:00:00,52,10,5.31792901491257,5.66720501402917,6.36357031315062,502.070201041823
"c.5.30430564279042..18.0134571164517.",2021-02-21 11:00:00,52,11,6.05752227235415,7.04880611828616,11.6588813796211,664.56403317288
"c.5.34470035587601..17.0839256141455.",2021-02-21 12:00:00,52,12,6.92180574610853,7.60233459491332,11.2143129850108,742.015137793805
"c.7.8568994471315..19.4329069213991.",2021-02-21 13:00:00,52,13,8.85662152485445,9.52670591256855,13.6449031842653,754.457570387302
"c.8.70683183122233..19.0196038720345.",2021-02-21 14:00:00,52,14,9.51595973434717,10.1123699023247,13.8632178516284,685.133345206181
"c.8.89854677069781..16.1310400751757.",2021-02-21 15:00:00,52,15,9.86705866237449,10.2506262663398,12.5147934229367,552.96718057545
"c.8.84273517297088..13.6655959970972.",2021-02-21 16:00:00,52,16,9.82496594409427,10.1171837280884,11.2541655850341,355.362343485494
"c.8.58068130539454..13.0771680920163.",2021-02-21 17:00:00,52,17,9.40439710507674,9.7776993676955,10.8289246987054,140.354005153961
"c.5.10481967670954..2.24704176985351.",2021-02-21 18:00:00,52,18,6.81328842999426,6.51961125704887,3.67593072328152,0
"c.2.48078721016002...1.75516963705078.",2021-02-21 19:00:00,52,19,4.34531230139505,3.90188828749324,0.362808786554621,0
"c.0.733582284059439...3.60037448883652.",2021-02-21 20:00:00,52,20,2.30771410172053,1.84299436436847,-1.43339610238854,0
"c..0.0968822909157775...4.39781869502883.",2021-02-21 21:00:00,52,21,2.17520631728251,1.69726230311221,-2.2473504929723,0
"c..0.928262900644266..0.100000001490116.",2021-02-21 22:00:00,52,22,1.60495262085596,1.09234953937409,-0.414131449577075,0
